,Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Intl_Plan,Vmail_Plan,Day_Calls,Day_Charge,Eve_Calls,Eve_Charge,Night_Calls,Night_Charge,Intl_Calls,Intl_Charge,State,Phone,Churn,total_mins,total_bills
186,106,0,158.7,64.3,198.5,10.2,1,0,0,74,26.98,139,5.47,103,8.93,4,2.75,NY,422-1471,0,431.7,44.13
187,93,0,271.6,229.4,77.3,10.9,2,0,0,71,46.17,108,19.5,121,3.48,3,2.94,AZ,399-7865,0,589.1999999999999,72.09
188,164,0,160.6,163.2,187.1,9.0,1,0,0,111,27.3,126,13.87,112,8.42,3,2.43,WY,373-4819,0,519.9,52.02
189,51,0,232.4,187.4,231.2,9.1,1,0,0,109,39.51,95,15.93,107,10.4,3,2.46,WA,338-6981,0,660.1,68.3
190,107,0,133.8,180.5,112.2,8.9,0,0,0,85,22.75,94,15.34,115,5.05,4,2.4,CO,418-4365,0,435.4,45.54
191,130,0,176.9,90.7,238.0,9.5,1,0,0,109,30.07,104,7.71,69,10.71,2,2.57,TX,359-5461,0,515.1,51.06
192,80,0,209.9,195.1,208.2,8.8,2,0,0,74,35.68,77,16.58,119,9.37,4,2.38,KY,375-3586,0,622.0,64.00999999999999
193,94,0,137.5,203.2,150.0,13.4,0,0,0,118,23.38,88,17.27,131,6.75,2,3.62,MT,407-8376,0,504.09999999999997,51.019999999999996
194,118,23,289.5,166.6,119.1,9.5,1,0,1,52,49.22,111,14.16,88,5.36,4,2.57,OK,408-6496,0,584.7,71.30999999999999
195,117,23,198.1,177.0,180.5,6.8,1,0,1,86,33.68,86,15.05,92,8.12,6,1.84,MD,385-7688,0,562.4,58.690000000000005
196,78,0,149.7,182.2,261.5,9.7,0,0,0,119,25.45,115,15.49,126,11.77,8,2.62,TN,332-6934,0,603.1,55.32999999999999
197,208,0,326.5,176.3,181.7,10.7,2,0,0,67,55.51,113,14.99,102,8.18,6,2.89,TX,378-3625,1,695.2,81.57000000000001
198,131,26,292.9,199.7,255.3,13.8,4,1,1,101,49.79,97,16.97,127,11.49,7,3.73,ME,353-7292,1,761.6999999999999,81.97999999999999
199,63,0,83.0,177.0,245.7,13.0,0,0,0,64,14.11,106,15.05,89,11.06,3,3.51,DC,399-6786,0,518.7,43.73
200,53,24,145.7,220.5,249.9,13.1,3,0,1,146,24.77,136,18.74,96,11.25,5,3.54,MN,358-3261,0,629.2,58.3
201,62,0,182.3,328.2,245.0,11.2,2,0,0,101,30.99,93,27.9,131,11.03,1,3.02,DE,377-9932,0,766.7,72.94
202,97,0,218.0,184.0,240.5,6.4,3,0,0,86,37.06,94,15.64,110,10.82,8,1.73,MD,397-4030,0,648.9,65.25
203,105,0,140.6,178.6,217.0,6.8,2,0,0,109,23.9,51,15.18,83,9.76,3,1.84,MI,367-1062,0,543.0,50.68
204,157,0,152.7,257.5,198.1,9.4,1,0,0,105,25.96,80,21.89,93,8.91,4,2.54,WA,341-8467,0,617.6999999999999,59.300000000000004
205,66,36,106.7,209.8,190.4,12.1,1,0,1,76,18.14,77,17.83,117,8.57,2,3.27,MO,339-9453,0,519.0,47.81
206,122,0,243.8,83.9,179.8,13.7,2,0,0,98,41.45,72,7.13,84,8.09,8,3.7,IN,344-3388,0,521.2,60.370000000000005
207,38,0,194.4,186.7,223.3,10.8,3,0,0,94,33.05,95,15.87,90,10.05,5,2.92,OR,375-8013,0,615.2,61.89
208,106,0,213.9,151.9,260.1,12.2,3,0,0,95,36.36,70,12.91,124,11.7,5,3.29,MD,408-4142,0,638.1000000000001,64.26
209,99,0,217.2,246.7,226.1,15.8,3,0,0,112,36.92,89,20.97,89,10.17,7,4.27,RI,386-3671,0,705.8,72.33
210,99,0,241.1,155.6,188.2,11.6,1,0,0,72,40.99,98,13.23,109,8.47,10,3.13,LA,411-2284,0,596.5,65.82
211,144,0,203.5,247.6,194.3,11.9,0,1,0,100,34.6,103,21.05,94,8.74,11,3.21,AZ,346-7795,0,657.3000000000001,67.6
212,82,24,155.2,244.5,122.4,10.7,1,0,1,131,26.38,106,20.78,68,5.51,3,2.89,PA,333-5609,0,532.8000000000001,55.559999999999995
213,86,31,167.6,113.0,246.9,12.2,1,0,1,139,28.49,118,9.61,121,11.11,6,3.29,AZ,405-1842,0,539.7,52.49999999999999
214,70,0,226.7,228.1,73.2,17.6,2,1,0,98,38.54,115,19.39,93,3.29,4,4.75,FL,366-6345,1,545.6,65.97
215,93,0,179.3,178.6,225.2,11.5,3,0,0,93,30.48,98,15.18,131,10.13,6,3.11,LA,337-9345,0,594.5999999999999,58.9
216,93,0,151.4,186.4,172.5,10.9,0,0,0,89,25.74,76,15.84,120,7.76,3,2.94,FL,328-6770,0,521.2,52.279999999999994
217,120,0,180.0,224.2,265.4,4.7,3,0,0,80,30.6,82,19.06,91,11.94,7,1.27,FL,380-7321,0,674.3,62.87
218,136,0,250.2,267.1,151.0,13.0,1,0,0,121,42.53,118,22.7,114,6.8,2,3.51,MD,375-1476,1,681.3,75.54
219,106,0,223.0,110.1,188.7,7.1,0,0,0,121,37.91,98,9.36,107,8.49,12,1.92,AL,356-1567,0,528.9,57.68
220,81,0,183.6,152.6,212.2,12.2,3,0,0,116,31.21,98,12.97,99,9.55,6,3.29,WA,422-6685,0,560.6,57.02
221,127,22,166.0,174.5,244.9,10.2,1,0,1,114,28.22,103,14.83,68,11.02,6,2.75,TN,336-1090,0,595.6,56.81999999999999
222,65,0,136.1,272.9,220.2,4.4,1,0,0,112,23.14,96,23.2,104,9.91,2,1.19,MS,343-2095,0,633.6,57.44
223,35,0,149.3,242.2,174.3,8.9,2,0,0,113,25.38,122,20.59,104,7.84,6,2.4,ME,345-3934,0,574.6999999999999,56.21
224,88,0,65.4,168.2,236.0,13.8,2,0,0,97,11.12,76,14.3,113,10.62,1,3.73,OK,338-8050,0,483.40000000000003,39.769999999999996
225,65,0,213.4,234.5,250.1,2.7,1,0,0,111,36.28,94,19.93,123,11.25,4,0.73,IN,388-9568,0,700.7,68.19000000000001
226,123,0,206.9,244.7,221.5,7.7,3,0,0,85,35.17,78,20.8,136,9.97,2,2.08,MO,402-6591,0,680.8000000000001,68.02
227,126,27,186.2,189.6,76.5,9.6,2,0,1,78,31.65,83,16.12,139,3.44,3,2.59,IA,403-6419,0,461.9,53.8
228,104,23,280.2,220.5,136.9,13.3,4,0,1,136,47.63,92,18.74,102,6.16,3,3.59,VA,386-9790,0,650.9,76.12
229,45,22,196.6,313.2,163.3,11.9,0,0,1,84,33.42,92,26.62,108,7.35,3,3.21,KY,378-5692,0,684.9999999999999,70.6
230,93,0,312.0,129.4,217.6,10.5,0,1,0,109,53.04,100,11.0,74,9.79,2,2.84,MD,360-3324,1,669.5,76.66999999999999
231,63,36,199.0,291.3,197.6,11.0,1,1,1,110,33.83,111,24.76,92,8.89,6,2.97,OH,410-3719,0,698.9,70.45
232,100,0,203.1,217.0,180.9,13.5,3,0,0,96,34.53,126,18.45,122,8.14,2,3.65,OK,352-4221,0,614.5,64.77000000000001
233,53,0,168.8,220.3,154.3,10.9,0,0,0,97,28.7,87,18.73,113,6.94,2,2.94,NV,327-6179,0,554.3000000000001,57.309999999999995
234,92,0,173.1,240.3,233.2,9.0,1,1,0,140,29.43,105,20.43,117,10.49,5,2.43,ID,359-6196,0,655.5999999999999,62.78
235,139,0,134.4,211.3,193.6,10.2,5,0,0,106,22.85,98,17.96,125,8.71,2,2.75,MN,374-9107,1,549.5000000000001,52.27
236,110,40,202.6,118.8,234.9,9.0,2,0,1,103,34.44,128,10.1,98,10.57,9,2.43,SD,357-4078,0,565.3,57.54
237,110,0,74.5,200.8,192.2,9.8,3,0,0,117,12.67,98,17.07,101,8.65,7,2.65,IL,366-5780,0,477.3,41.04
238,215,0,83.6,120.9,226.6,10.7,0,0,0,148,14.21,91,10.28,110,10.2,9,2.89,WY,393-9619,0,441.8,37.58
239,73,0,192.2,168.6,139.8,9.4,1,0,0,86,32.67,116,14.33,87,6.29,6,2.54,AL,355-9295,0,509.99999999999994,55.83
240,138,0,220.2,88.3,195.3,12.9,0,0,0,89,37.43,125,7.51,79,8.79,5,3.48,NJ,400-5751,0,516.7,57.209999999999994
241,137,0,135.1,134.1,223.1,12.3,2,1,0,95,22.97,102,11.4,81,10.04,2,3.32,NV,338-1027,1,504.59999999999997,47.73
242,36,0,253.4,182.4,275.8,8.4,1,0,0,77,43.08,151,15.5,103,12.41,2,2.27,IN,405-8867,0,720.0,73.25999999999999
243,85,0,225.0,176.9,194.3,7.1,3,0,0,81,38.25,63,15.04,110,8.74,2,1.92,WV,336-5616,0,603.3000000000001,63.95
244,108,0,198.5,267.8,354.9,9.4,0,0,0,99,33.75,60,22.76,75,15.97,3,2.54,VA,335-1697,1,830.6,75.02000000000001
245,22,0,110.3,166.5,202.3,9.5,0,0,0,107,18.75,93,14.15,96,9.1,5,2.57,SC,331-5138,0,488.6,44.57
246,107,37,60.0,102.2,261.8,11.1,0,0,1,102,10.2,80,8.69,106,11.78,3,3.0,RI,385-8240,0,435.1,33.67
247,51,0,214.8,149.7,283.4,10.2,0,0,0,94,36.52,58,12.72,66,12.75,5,2.75,IN,348-1359,0,658.1,64.74000000000001
248,94,0,181.8,202.4,245.9,9.2,4,0,0,85,30.91,98,17.2,97,11.07,2,2.48,AZ,354-7339,0,639.3000000000001,61.66
249,119,23,154.0,278.0,228.4,11.8,2,0,1,114,26.18,137,23.63,112,10.28,4,3.19,NM,349-1687,0,672.1999999999999,63.28
250,33,29,157.4,117.9,279.2,13.9,4,0,1,99,26.76,80,10.02,79,12.56,11,3.75,OR,380-2558,1,568.4,53.09
251,106,0,207.9,172.0,191.8,14.4,4,0,0,91,35.34,109,14.62,143,8.63,7,3.89,NJ,365-2153,0,586.1,62.480000000000004
252,82,0,207.0,232.9,172.4,9.1,3,0,0,90,35.19,83,19.8,108,7.76,8,2.46,MS,345-6043,0,621.4,65.21
253,86,41,119.0,230.0,236.9,9.5,0,0,1,101,20.23,134,19.55,58,10.66,3,2.57,MI,349-2808,0,595.4,53.01
254,97,0,143.7,273.0,178.3,10.9,0,1,0,117,24.43,82,23.21,81,8.02,3,2.94,TX,411-1715,0,605.9,58.599999999999994
255,106,32,165.9,216.5,173.1,14.1,4,0,1,126,28.2,93,18.4,86,7.79,8,3.81,FL,385-2488,0,569.6,58.199999999999996
256,108,0,138.6,172.3,231.6,9.8,1,0,0,122,23.56,117,14.65,92,10.42,3,2.65,DC,377-7177,0,552.3,51.28
257,114,0,84.7,249.9,193.4,14.5,1,0,0,118,14.4,86,21.24,95,8.7,8,3.92,TX,342-1099,0,542.5,48.260000000000005
258,92,0,62.6,180.6,221.7,10.4,1,1,0,111,10.64,126,15.35,80,9.98,2,2.81,KS,386-4170,1,475.29999999999995,38.78
259,59,0,155.2,235.3,169.4,8.7,1,0,0,79,26.38,123,20.0,80,7.62,4,2.35,UT,413-1269,0,568.6,56.349999999999994
260,24,25,164.9,209.3,231.2,6.7,1,0,1,110,28.03,105,17.79,55,10.4,9,1.81,MN,396-4460,0,612.1000000000001,58.03
261,151,0,134.5,143.1,223.9,15.4,1,0,0,88,22.87,112,12.16,61,10.08,1,4.16,IL,334-2730,0,516.9,49.269999999999996
262,117,0,143.3,211.3,185.2,11.5,1,0,0,103,24.36,108,17.96,96,8.33,3,3.11,NM,340-3182,0,551.3,53.76
263,78,0,168.3,221.2,241.0,12.5,1,0,0,110,28.61,73,18.8,136,10.85,1,3.38,SC,377-8608,0,643.0,61.64
264,155,0,262.4,194.6,146.5,8.3,2,0,0,55,44.61,113,16.54,85,6.59,6,2.24,NC,417-3676,0,611.8,69.97999999999999
265,114,30,206.2,260.0,291.6,11.4,1,0,1,79,35.05,91,22.1,83,13.12,6,3.08,WV,417-6774,0,769.1999999999999,73.35
266,114,28,225.8,193.0,232.4,8.4,4,0,1,94,38.39,117,16.41,100,10.46,9,2.27,RI,411-9554,0,659.6,67.52999999999999
267,119,0,138.3,170.5,263.9,13.5,3,0,0,89,23.51,78,14.49,98,11.88,6,3.65,NH,420-3192,0,586.2,53.53
268,64,48,94.4,136.2,147.4,4.5,0,0,1,104,16.05,101,11.58,89,6.63,4,1.22,MO,389-1475,0,382.5,35.480000000000004
269,118,0,160.0,175.4,184.8,9.9,2,1,0,123,27.2,96,14.91,99,8.32,3,2.67,MA,343-7734,0,530.1,53.1
270,101,0,206.6,224.9,249.9,14.6,0,0,0,105,35.12,117,19.12,100,11.25,3,3.94,PA,410-3390,0,696.0,69.42999999999999
271,117,0,134.7,180.0,200.9,7.7,1,0,0,121,22.9,83,15.3,104,9.04,3,2.08,OK,344-6495,0,523.3000000000001,49.32
272,49,28,214.4,235.2,206.2,8.0,3,0,1,78,36.45,100,19.99,107,9.28,13,2.16,AL,331-6229,0,663.8,67.88
273,139,0,192.8,234.4,203.2,13.0,3,0,0,104,32.78,96,19.92,101,9.14,3,3.51,WY,337-7501,0,643.4000000000001,65.35000000000001
274,92,28,151.1,194.8,239.2,10.0,1,0,1,90,25.69,79,16.56,114,10.76,3,2.7,PA,339-9631,0,595.0999999999999,55.71
275,83,0,221.4,231.8,122.5,9.8,3,0,0,103,37.64,103,19.7,100,5.51,5,2.65,WA,369-4384,0,585.5,65.5
276,148,0,218.9,208.0,203.3,11.1,0,1,0,88,37.21,85,17.68,99,9.15,4,3.0,HI,416-3915,0,641.3000000000001,67.04
277,144,48,189.8,123.4,214.2,6.5,2,0,1,96,32.27,67,10.49,106,9.64,2,1.76,SD,339-3049,1,533.9000000000001,54.160000000000004
278,131,25,192.7,225.9,254.2,10.9,2,0,1,85,32.76,105,19.2,59,11.44,6,2.94,AL,361-7998,0,683.6999999999999,66.33999999999999
279,146,0,204.4,219.1,222.7,10.5,3,1,0,135,34.75,90,18.62,114,10.02,6,2.84,VT,355-4842,0,656.7,66.23
280,143,0,172.3,174.0,188.2,13.0,2,0,0,97,29.29,108,14.79,119,8.47,4,3.51,MT,387-6440,0,547.5,56.059999999999995
281,81,0,198.4,210.9,193.3,10.4,2,0,0,93,33.73,108,17.93,71,8.7,6,2.81,MN,369-2625,0,613.0,63.17
282,48,37,211.7,159.9,144.1,12.2,1,0,1,115,35.99,84,13.59,80,6.48,1,3.29,AK,389-7073,0,527.9000000000001,59.35
283,86,28,221.6,288.4,240.3,9.0,1,0,1,74,37.67,100,24.51,105,10.81,2,2.43,MI,370-8463,0,759.3,75.42000000000002
284,71,0,197.9,181.5,281.4,6.7,3,0,0,108,33.64,109,15.43,56,12.66,5,1.81,DE,362-7318,0,667.5,63.540000000000006
285,145,24,147.5,175.7,252.1,15.6,2,0,1,90,25.08,108,14.93,102,11.34,3,4.21,SD,412-1194,0,590.9,55.559999999999995
286,137,0,206.4,128.0,194.5,8.8,2,0,0,122,35.09,102,10.88,84,8.75,5,2.38,MI,355-9508,0,537.6999999999999,57.10000000000001
287,137,0,205.9,209.3,289.9,14.5,2,0,0,88,35.0,86,17.79,84,13.05,4,3.92,KS,352-8202,0,719.6,69.76
288,167,0,207.6,132.4,255.2,14.1,0,0,0,88,35.29,63,11.25,98,11.48,5,3.81,AL,335-5882,0,609.3000000000001,61.83
289,89,0,303.9,260.9,312.1,5.3,1,0,0,95,51.66,114,22.18,89,14.04,3,1.43,OK,352-6976,1,882.1999999999999,89.31
290,199,34,230.6,219.4,299.3,8.0,0,0,1,121,39.2,99,18.65,94,13.47,2,2.16,CT,393-6733,0,757.3,73.48
291,132,0,99.5,129.1,125.1,9.7,0,0,0,110,16.92,80,10.97,124,5.63,3,2.62,NE,335-1838,0,363.4,36.14
292,94,0,177.1,194.0,146.7,5.9,1,0,0,112,30.11,112,16.49,108,6.6,4,1.59,WI,355-6930,0,523.6999999999999,54.79
293,96,37,172.7,120.1,216.1,10.3,5,0,1,93,29.36,116,10.21,86,9.72,5,2.78,CT,387-5860,1,519.1999999999999,52.07
294,96,18,172.7,133.4,259.5,9.8,1,0,1,86,29.36,113,11.34,70,11.68,3,2.65,WI,343-2605,0,575.4,55.03
295,166,0,204.2,179.9,216.8,9.5,1,0,0,115,34.71,152,15.29,109,9.76,5,2.57,IN,350-6759,0,610.4000000000001,62.33
296,74,0,85.7,247.7,142.4,10.1,2,0,0,83,14.57,67,21.05,85,6.41,5,2.73,DC,371-1514,0,485.9,44.76
297,36,0,157.6,184.3,240.4,11.9,0,0,0,117,26.79,58,15.67,99,10.82,1,3.21,AR,346-9317,0,594.1999999999999,56.49
298,113,0,215.5,218.7,207.1,6.6,4,0,0,129,36.64,117,18.59,91,9.32,9,1.78,ME,398-4313,0,647.9,66.33000000000001
299,94,0,181.5,199.9,287.7,6.6,1,0,0,98,30.86,88,16.99,114,12.95,5,1.78,MN,412-4399,0,675.6999999999999,62.58
300,67,0,171.7,110.4,195.4,11.9,2,0,0,80,29.19,81,9.38,111,8.79,4,3.21,MD,330-1835,0,489.4,50.57
301,127,0,266.6,264.8,207.2,5.9,1,0,0,106,45.32,168,22.51,119,9.32,2,1.59,FL,416-1676,1,744.5000000000001,78.74000000000001
302,121,0,170.4,350.5,297.0,11.2,0,0,0,108,28.97,68,29.79,87,13.37,3,3.02,RI,329-7347,1,829.1,75.14999999999999
303,158,0,158.0,292.5,241.1,9.1,1,0,0,106,26.86,114,24.86,89,10.85,4,2.46,IA,360-6868,0,700.7,65.03
304,136,0,92.0,253.6,214.1,10.3,1,0,0,117,15.64,77,21.56,90,9.63,10,2.78,AZ,405-6641,0,570.0,49.61000000000001
305,196,0,234.0,249.5,173.1,9.1,2,0,0,109,39.78,114,21.21,70,7.79,5,2.46,MO,393-2373,0,665.7,71.24
306,113,0,272.1,268.5,213.8,8.5,1,0,0,111,46.26,118,22.82,105,9.62,10,2.3,VT,419-1714,1,762.9000000000001,81.0
307,122,0,296.4,214.8,133.9,11.4,4,0,0,99,50.39,89,18.26,107,6.03,3,3.08,IN,336-3819,1,656.5,77.76
308,112,0,194.4,190.3,183.4,11.4,0,0,0,101,33.05,82,16.18,107,8.25,2,3.08,RI,341-3464,0,579.5,60.559999999999995
309,209,0,227.2,258.4,183.5,8.9,3,0,0,128,38.62,92,21.96,74,8.26,4,2.4,SD,413-5310,0,677.9999999999999,71.24000000000001
310,62,0,248.7,220.0,265.7,13.2,1,0,0,109,42.28,118,18.7,78,11.96,2,3.56,MN,366-7912,1,747.6,76.5
311,110,38,236.3,195.9,183.5,9.7,1,0,1,102,40.17,112,16.65,82,8.26,6,2.62,TX,399-8845,0,625.4000000000001,67.7
312,16,0,205.6,169.5,220.1,10.9,0,0,0,69,34.95,93,14.41,64,9.9,3,2.94,VA,368-2583,0,606.1,62.199999999999996
313,73,0,94.1,280.3,205.0,9.8,0,0,0,136,16.0,122,23.83,77,9.23,4,2.65,MA,360-6309,0,589.1999999999999,51.71
314,128,0,125.2,205.4,254.4,18.9,0,0,0,99,21.28,107,17.46,111,11.45,2,5.1,ID,359-5890,0,603.9,55.29
315,39,0,60.4,306.2,123.9,12.4,1,0,0,158,10.27,120,26.03,46,5.58,3,3.35,MA,332-2462,0,502.9,45.23
316,103,28,121.0,270.4,160.5,7.7,2,0,1,105,20.57,100,22.98,76,7.22,4,2.08,GA,381-9196,0,559.6,52.849999999999994
317,119,29,117.8,256.8,147.6,7.6,3,0,1,66,20.03,114,21.83,76,6.64,3,2.05,RI,329-3222,0,529.8000000000001,50.55
318,173,21,232.4,211.9,273.0,5.0,3,0,1,96,39.51,118,18.01,102,12.29,5,1.35,ID,363-5819,0,722.3,71.16
319,128,32,223.5,188.8,154.9,9.4,2,1,1,81,38.0,74,16.05,101,6.97,2,2.54,SD,413-9269,1,576.6,63.559999999999995
320,86,0,176.3,259.2,287.4,6.2,0,0,0,79,29.97,97,22.03,78,12.93,3,1.67,MA,330-7483,0,729.1,66.60000000000001
321,114,32,125.2,177.8,232.4,12.9,1,0,1,79,21.28,105,15.11,89,10.46,3,3.48,WY,403-7775,0,548.3,50.33
322,104,0,138.7,256.9,234.9,10.0,0,0,0,107,23.58,113,21.84,74,10.57,3,2.7,VA,360-2479,0,640.5,58.690000000000005
323,148,0,86.3,246.6,251.6,11.3,1,0,0,134,14.67,92,20.96,91,11.32,4,3.05,OR,394-3791,0,595.8,50.0
324,129,0,207.0,154.9,245.1,13.4,3,0,0,91,35.19,121,13.17,112,11.03,5,3.62,VA,384-2632,0,620.4,63.01
325,100,30,58.8,219.5,152.3,7.1,0,0,1,104,10.0,107,18.66,118,6.85,3,1.92,ME,359-8466,0,437.70000000000005,37.43
326,121,35,68.7,209.2,197.4,11.4,1,0,1,95,11.68,69,17.78,42,8.88,4,3.08,AL,331-8909,0,486.69999999999993,41.42
327,143,33,239.2,235.5,156.3,9.5,1,0,1,109,40.66,112,20.02,95,7.03,4,2.57,GA,359-5160,0,640.5,70.27999999999999
328,76,0,198.3,217.1,188.4,12.5,0,0,0,130,33.71,86,18.45,96,8.48,3,3.38,IA,330-9833,0,616.3,64.02
329,158,0,205.2,240.6,79.7,14.4,0,0,0,97,34.88,77,20.45,108,3.59,12,3.89,AZ,362-2314,0,539.9,62.81
330,116,0,192.1,312.9,130.2,7.9,3,0,0,98,32.66,135,26.6,94,5.86,2,2.13,FL,338-8478,0,643.1,67.25
331,54,0,272.6,248.7,197.4,9.5,1,0,0,83,46.34,74,21.14,111,8.88,2,2.57,MT,387-5453,1,728.1999999999999,78.92999999999999
332,86,0,128.3,197.1,138.4,12.2,7,0,0,121,21.81,93,16.75,152,6.23,5,3.29,AL,380-3437,1,475.99999999999994,48.080000000000005
333,108,0,169.6,264.1,206.3,9.3,0,0,0,99,28.83,87,22.45,78,9.28,4,2.51,DE,365-8779,0,649.3,63.07
334,66,0,201.3,152.8,233.2,7.5,1,0,0,95,34.22,66,12.99,101,10.49,4,2.03,MT,407-2750,0,594.8,59.730000000000004
335,151,17,214.7,138.5,169.1,8.6,1,0,1,97,36.5,90,11.77,44,7.61,4,2.32,KY,396-8265,0,530.9,58.199999999999996
336,99,0,169.2,271.5,170.2,10.6,0,0,0,70,28.76,77,23.08,104,7.66,2,2.86,SC,397-4304,0,621.5,62.36
337,55,0,194.1,176.6,302.8,7.0,2,0,0,121,33.0,110,15.01,136,13.63,7,1.89,WA,333-2611,0,680.5,63.53
338,77,0,233.8,266.5,212.7,7.6,2,0,0,104,39.75,94,22.65,104,9.57,3,2.05,OR,409-8814,0,720.6,74.02
339,78,0,225.1,199.2,175.5,14.6,0,0,0,67,38.27,127,16.93,102,7.9,2,3.94,AK,336-5406,0,614.4,67.04
340,89,0,213.0,176.6,262.6,9.1,1,0,0,63,36.21,71,15.01,126,11.82,1,2.46,GA,343-6940,1,661.3000000000001,65.5
341,101,0,183.9,255.9,275.0,10.8,1,0,0,115,31.26,101,21.75,145,12.38,11,2.92,MN,361-9923,0,725.5999999999999,68.31
342,44,34,221.8,161.7,227.7,14.0,0,0,1,105,37.71,85,13.74,62,10.25,7,3.78,IL,350-6639,0,625.2,65.48
343,98,21,64.6,176.1,244.8,0.0,2,0,1,98,10.98,86,14.97,84,11.02,0,0.0,IN,376-4300,0,485.5,36.97
344,64,37,154.6,83.4,165.9,13.3,1,0,1,92,26.28,103,7.09,99,7.47,3,3.59,SC,349-6567,0,417.2,44.43000000000001
345,141,0,260.2,179.2,135.0,7.2,3,0,0,131,44.23,120,15.23,119,6.08,8,1.94,VA,333-7749,0,581.6,67.47999999999999
346,81,33,161.6,123.0,261.3,12.2,1,0,1,117,27.47,90,10.46,101,11.76,5,3.29,WI,408-6089,0,558.1000000000001,52.98
347,162,0,220.6,155.2,186.7,10.5,1,0,0,117,37.5,121,13.19,89,8.4,11,2.84,VT,375-2165,0,573.0,61.92999999999999
348,83,41,155.9,162.3,127.6,13.1,3,0,1,122,26.5,107,13.8,105,5.74,5,3.54,AZ,400-6999,0,458.9000000000001,49.58
349,100,0,107.0,105.7,243.1,12.8,4,0,0,63,18.19,67,8.98,74,10.94,3,3.46,FL,420-7823,1,468.59999999999997,41.57
350,59,0,182.5,204.7,229.9,11.3,4,0,0,104,31.03,95,17.4,100,10.35,8,3.05,AK,366-5241,0,628.4,61.83
351,179,38,220.1,234.3,237.3,10.1,4,1,1,78,37.42,71,19.92,85,10.68,4,2.73,AR,413-3412,0,701.8000000000001,70.75000000000001
352,79,0,152.2,177.2,96.4,5.3,1,0,0,112,25.87,132,15.06,87,4.34,3,1.43,AR,406-2752,0,431.09999999999997,46.699999999999996
353,117,0,181.5,205.1,204.0,14.7,2,0,0,95,30.86,88,17.43,82,9.18,9,3.97,AK,337-8078,0,605.3000000000001,61.44
354,64,0,236.2,218.6,194.1,13.2,2,1,0,77,40.15,85,18.58,97,8.73,2,3.56,MS,402-1942,1,662.1,71.02
355,31,0,166.1,79.3,213.7,12.7,1,0,0,105,28.24,93,6.74,98,9.62,2,3.43,ME,371-7917,0,471.79999999999995,48.029999999999994
356,124,0,244.6,188.8,206.0,11.3,1,1,0,89,41.58,80,16.05,114,9.27,4,3.05,CA,343-6374,0,650.6999999999999,69.94999999999999
357,122,23,134.2,227.3,122.4,8.5,2,0,1,85,22.81,132,19.32,96,5.51,2,2.3,NM,385-8730,0,492.4,49.93999999999999
358,37,39,149.7,211.1,114.3,9.2,1,1,1,122,25.45,75,17.94,90,5.14,4,2.48,NE,393-7892,0,484.29999999999995,51.01
359,90,29,150.1,264.7,178.4,5.8,1,0,1,109,25.52,103,22.5,97,8.03,4,1.57,SC,407-6748,0,598.9999999999999,57.62
360,159,0,257.1,312.2,183.0,8.8,1,1,0,53,43.71,127,26.54,82,8.24,6,2.38,CO,341-4463,1,761.0999999999999,80.86999999999999
361,148,0,124.4,179.7,253.0,11.3,0,0,0,83,21.15,81,15.27,99,11.39,6,3.05,DE,351-2587,0,568.4,50.86
362,39,36,141.7,232.3,222.1,12.0,1,0,1,121,24.09,113,19.75,131,9.99,5,3.24,OH,421-9752,0,608.1,57.07000000000001
363,77,0,230.0,103.2,309.6,11.3,2,0,0,87,39.1,138,8.77,136,13.93,3,3.05,MS,356-4001,0,654.0999999999999,64.85000000000001
364,194,0,162.3,213.7,192.1,10.9,0,0,0,88,27.59,118,18.16,81,8.64,2,2.94,OK,328-9869,0,579.0,57.33
365,154,0,350.8,216.5,253.9,10.1,1,0,0,75,59.64,94,18.4,100,11.43,9,2.73,CO,343-5709,1,831.3,92.2
366,112,0,193.3,264.1,128.6,9.1,4,0,0,96,32.86,123,22.45,115,5.79,3,2.46,NC,334-1872,0,595.1,63.56
367,45,0,78.2,253.4,255.0,18.0,1,0,0,127,13.29,108,21.54,100,11.48,3,4.86,MD,350-1040,0,604.6,51.17
368,132,0,83.4,232.2,146.7,7.6,1,0,0,110,14.18,137,19.74,114,6.6,5,2.05,KS,369-3214,0,469.90000000000003,42.57
369,128,0,195.6,267.8,164.9,16.0,0,0,0,99,33.25,120,22.76,76,7.42,2,4.32,MA,385-6778,0,644.3,67.75
370,135,0,201.8,225.0,204.4,10.3,1,0,0,81,34.31,114,19.13,82,9.2,6,2.78,NC,383-7689,0,641.5,65.42
371,56,0,197.0,222.8,225.3,10.6,2,0,0,110,33.49,102,18.94,91,10.14,6,2.86,NM,385-5722,0,655.7,65.43
372,151,0,218.0,114.4,269.2,12.4,0,1,0,57,37.06,88,9.72,95,12.11,1,3.35,CA,357-1909,1,613.9999999999999,62.24
373,32,0,164.8,229.9,167.3,14.8,2,0,0,98,28.02,96,19.54,108,7.53,2,4.0,NY,364-3567,0,576.8,59.09
374,90,0,179.2,210.7,276.9,9.2,2,0,0,77,30.46,99,17.91,58,12.46,6,2.48,AZ,422-4241,0,676.0,63.31
375,87,21,214.0,180.0,134.5,10.6,0,0,1,113,36.38,114,15.3,82,6.05,5,2.86,SD,370-2957,0,539.1,60.59
